,user_id,postingFrequency,postingInterval,generalMoreFreq,generalWordCount,healthPostingFrequency,healthPostingInterval,healthMoreFreq,healthWordCount,mentionMethods,SWFrequency,SWPostingInterval,SWFreq,SWWordCount
0,35972.0,97.0,17.5,1.0,47.166666666666664,8.0,233.42857142857142,0,252.33333333333334,0.0,1.0,0.0,0,0.0
1,6789.0,12.0,52.90909090909091,1.0,92.94444444444444,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
2,30606.0,222.0,6.294117647058823,1.0,44.125,3.0,947.5,0,151.0,0.0,1.0,0.0,0,83.0
3,50962.0,14.0,48.46153846153846,1.0,68.5,3.0,597.0,0,145.16666666666666,0.0,1.0,0.0,0,737.0
4,49555.0,67.0,17.96969696969697,1.0,54.69230769230769,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
5,2206.0,16.0,102.2,1.0,35.10236220472441,0.0,0.0,0,0.0,0.0,1.0,0.0,0,80.0
6,45088.0,39.0,61.526315789473685,0.0,175.71428571428572,5.0,208.75,1,211.07692307692307,0.0,1.0,0.0,0,670.0
7,21664.0,113.0,10.571428571428571,1.0,52.733333333333334,3.0,220.0,0,559.0,0.0,1.0,0.0,0,0.0
8,37536.0,22.0,8.619047619047619,1.0,132.3181818181818,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0
9,43555.0,21.0,42.55,0.0,186.15384615384616,1.0,0.0,0,0.0,0.0,1.0,0.0,0,215.0
10,13606.0,280.0,7.301075268817204,0.0,211.06666666666666,5.0,415.75,1,176.0,0.0,1.0,0.0,0,0.0
11,22829.0,88.0,19.942528735632184,1.0,73.41584158415841,4.0,340.6666666666667,0,495.58181818181816,0.0,1.0,0.0,0,0.0
12,7214.0,358.0,2.697478991596639,0.0,536.7397260273973,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
13,36402.0,36.0,9.228571428571428,0.0,62.5,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
14,11442.0,230.0,11.510917030567686,1.0,90.0,1.0,0.0,0,0.0,0.0,2.0,145.0,0,42.5
15,43319.0,77.0,15.223684210526315,1.0,60.054545454545455,4.0,176.33333333333334,0,409.0,1.0,1.0,0.0,0,25.0
16,3000.0,23.0,35.22727272727273,1.0,86.45454545454545,1.0,0.0,0,171.0,0.0,1.0,0.0,0,163.0
17,30014.0,32.0,29.096774193548388,1.0,183.05,7.0,162.33333333333334,0,377.5,1.0,1.0,0.0,0,143.0
18,44876.0,18.0,7.235294117647059,1.0,201.62025316455697,0.0,0.0,0,0.0,0.0,1.0,0.0,0,137.0
19,979.0,17.0,53.75,1.0,7.1344537815126055,0.0,0.0,0,0.0,0.0,1.0,0.0,0,68.0
20,27604.0,17.0,76.4375,1.0,74.91666666666667,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
21,6357.0,56.0,26.345454545454544,1.0,11.466666666666667,0.0,0.0,0,0.0,1.0,3.0,130.0,0,412.6666666666667
22,10076.0,567.0,3.4381625441696113,0.0,23.43243243243243,21.0,118.05,1,601.6666666666666,1.0,1.0,0.0,0,31.0
23,42332.0,22.0,21.285714285714285,1.0,51.90769230769231,3.0,16.5,0,144.0,0.0,1.0,0.0,0,0.0
24,23390.0,13.0,57.916666666666664,1.0,197.04545454545453,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
25,13151.0,27.0,15.115384615384615,1.0,39.91519434628975,3.0,8.5,0,204.0,1.0,1.0,0.0,0,72.0
26,44772.0,24.0,25.47826086956522,1.0,19.510917030567686,3.0,82.0,0,761.75,0.0,1.0,0.0,0,0.0
27,1642.0,14.0,63.53846153846154,1.0,200.57142857142858,1.0,0.0,0,0.0,1.0,1.0,0.0,0,171.0
28,34411.0,35.0,26.647058823529413,1.0,312.375,1.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0
29,31476.0,31.0,37.6,1.0,59.266666666666666,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
30,14457.0,49.0,44.6875,1.0,88.83802816901408,4.0,57.0,0,206.3,1.0,1.0,0.0,0,214.0
31,33276.0,44.0,35.74418604651163,0.0,91.88461538461539,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
32,35429.0,12.0,45.63636363636363,1.0,76.62007168458781,6.0,52.2,1,513.5,1.0,1.0,0.0,0,0.0
33,31528.0,25.0,33.5,0.0,16.875,3.0,178.0,0,640.0,0.0,1.0,0.0,0,89.0
34,35048.0,85.0,2.142857142857143,0.0,171.77083333333334,1.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0
35,44759.0,185.0,2.135869565217391,0.0,136.75,9.0,85.375,0,444.6666666666667,0.0,1.0,0.0,0,0.0
36,46091.0,70.0,16.420289855072465,0.0,37.75213675213675,9.0,112.75,1,245.0,0.0,1.0,0.0,0,9.0
37,5582.0,11.0,71.7,0.0,19.54385964912281,1.0,0.0,0,0.0,0.0,1.0,0.0,0,133.0
38,30226.0,48.0,24.404255319148938,1.0,180.55555555555554,1.0,0.0,0,0.0,0.0,1.0,0.0,0,49.0
39,8275.0,16.0,0.8,1.0,156.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
40,29780.0,15.0,5.285714285714286,1.0,188.6875,4.0,170.0,0,245.0,1.0,1.0,0.0,0,241.0
41,51766.0,37.0,16.36111111111111,1.0,285.36842105263156,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
42,2198.0,22.0,20.38095238095238,0.0,99.6,14.0,30.0,1,589.0,1.0,1.0,0.0,0,424.0
43,37948.0,11.0,39.6,1.0,39.8,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
44,11582.0,22.0,50.38095238095238,1.0,8.666666666666666,3.0,288.5,0,134.52542372881356,0.0,1.0,0.0,0,31.0
45,15232.0,469.0,2.0833333333333335,0.0,9.555555555555555,60.0,14.610169491525424,0,320.1666666666667,1.0,5.0,99.25,0,26.5
46,17153.0,19.0,34.5,1.0,64.01754385964912,10.0,70.11111111111111,1,266.1111111111111,1.0,3.0,8.0,0,192.33333333333334
47,46849.0,230.0,5.135371179039302,0.0,18.589285714285715,12.0,107.81818181818181,0,242.66666666666666,1.0,1.0,0.0,0,0.0
48,39685.0,31.0,32.9,1.0,137.14285714285714,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
49,46729.0,261.0,11.026923076923078,0.0,168.08045977011494,5.0,401.0,1,383.14285714285717,0.0,3.0,8.5,0,658.5
50,22411.0,36.0,38.714285714285715,0.0,66.83333333333333,3.0,64.5,0,61.0,1.0,3.0,6.5,0,412.0
51,19852.0,11.0,19.4,0.0,62.532786885245905,1.0,0.0,0,0.0,1.0,1.0,0.0,0,65.0
52,33167.0,18.0,8.470588235294118,1.0,35.71931589537223,0.0,0.0,0,0.0,0.0,1.0,0.0,0,86.0
53,19858.0,28.0,6.481481481481482,1.0,43.6551724137931,0.0,0.0,0,0.0,0.0,1.0,0.0,0,1114.0
54,7708.0,13.0,72.66666666666667,1.0,40.3125,5.0,216.25,1,970.6666666666666,0.0,1.0,0.0,0,0.0
55,35114.0,64.0,21.07936507936508,0.0,231.12,1.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0
56,42155.0,65.0,12.828125,1.0,136.25806451612902,7.0,122.66666666666667,0,108.5,0.0,1.0,0.0,0,198.0
57,37682.0,53.0,21.826923076923077,1.0,22.01923076923077,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
58,4790.0,102.0,10.099009900990099,1.0,42.05,5.0,161.75,1,495.5,0.0,1.0,0.0,0,358.0
59,18233.0,17.0,32.625,1.0,38.326530612244895,4.0,168.33333333333334,0,833.6666666666666,0.0,5.0,88.75,0,40.5
60,20797.0,58.0,2.807017543859649,0.0,82.28571428571429,4.0,72.33333333333333,0,301.5,1.0,3.0,123.0,0,229.0
61,9534.0,23.0,45.95454545454545,0.0,198.77272727272728,5.0,82.25,1,111.0,1.0,1.0,0.0,0,0.0
62,28351.0,21.0,47.6,1.0,53.96774193548387,5.0,176.5,1,290.5,0.0,3.0,34.5,0,328.0
63,44227.0,19.0,80.55555555555556,1.0,8.106382978723405,1.0,0.0,0,0.0,0.0,1.0,0.0,0,26.0
64,24261.0,123.0,15.057377049180328,1.0,44.13574660633484,1.0,0.0,0,0.0,0.0,1.0,0.0,0,379.0
65,51666.0,133.0,9.287878787878787,0.0,33.89051094890511,3.0,124.5,0,196.33333333333334,1.0,1.0,0.0,0,0.0
66,45145.0,35.0,37.85294117647059,1.0,41.53125,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
67,18401.0,20.0,5.421052631578948,1.0,17.352941176470587,8.0,44.57142857142857,0,67.0,1.0,1.0,0.0,0,227.0
68,35428.0,81.0,13.1,0.0,42.85142857142857,1.0,0.0,0,0.0,0.0,3.0,64.5,0,207.25
69,31217.0,176.0,7.674285714285714,1.0,41.6,5.0,141.75,1,186.0,0.0,3.0,242.5,0,140.0
70,4978.0,74.0,9.945205479452055,0.0,229.58333333333334,56.0,16.836363636363636,0,52.0,0.0,1.0,0.0,0,185.0
71,43252.0,17.0,46.75,1.0,46.811764705882354,0.0,0.0,0,0.0,0.0,1.0,0.0,0,16.0
72,9333.0,66.0,21.50769230769231,0.0,42.11764705882353,6.0,243.4,1,207.33333333333334,1.0,1.0,0.0,0,0.0
73,3202.0,14.0,22.692307692307693,1.0,10.837209302325581,3.0,76.0,0,353.7142857142857,0.0,1.0,0.0,0,419.0
74,25347.0,59.0,14.431034482758621,1.0,20.5,3.0,51.0,0,153.5,1.0,4.0,159.0,0,174.0
75,5253.0,85.0,17.952380952380953,1.0,34.5,3.0,133.0,0,242.5,1.0,1.0,0.0,0,696.0
76,6792.0,41.0,11.45,0.0,36.20238095238095,5.0,121.75,1,313.25,1.0,1.0,0.0,0,104.0
77,7185.0,80.0,12.10126582278481,0.0,34.03174603174603,7.0,113.83333333333333,1,1029.5,1.0,7.0,77.5,1,281.0
78,42514.0,46.0,25.266666666666666,1.0,26.85,4.0,346.6666666666667,0,486.5,1.0,3.0,294.5,0,116.33333333333333
80,14614.0,13.0,35.833333333333336,1.0,286.6363636363636,0.0,0.0,0,0.0,0.0,3.0,147.5,0,376.85714285714283
81,43801.0,239.0,7.277310924369748,0.0,46.11904761904762,10.0,109.22222222222223,1,426.2,0.0,1.0,0.0,0,191.0
82,42402.0,23.0,43.36363636363637,0.0,92.50515463917526,11.0,88.0,0,207.8,1.0,1.0,0.0,0,0.0
83,33573.0,27.0,12.384615384615385,1.0,30.959183673469386,0.0,0.0,0,0.0,0.0,3.0,45.5,0,165.5
84,42279.0,18.0,31.176470588235293,0.0,68.37142857142857,3.0,103.5,0,386.75,0.0,1.0,0.0,0,0.0
85,36393.0,50.0,1.8979591836734695,1.0,44.19047619047619,3.0,59.0,0,84.0,0.0,3.0,63.5,0,92.5
86,29993.0,23.0,32.72727272727273,0.0,51.53846153846154,8.0,19.857142857142858,1,373.25,1.0,6.0,39.0,1,181.0
87,12716.0,143.0,8.21830985915493,1.0,413.4,10.0,65.55555555555556,1,36.5,1.0,3.0,97.0,0,148.6
89,41517.0,23.0,42.31818181818182,1.0,30.973684210526315,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
90,1073.0,15.0,70.07142857142857,1.0,11.833333333333334,0.0,0.0,0,0.0,0.0,1.0,0.0,0,40.0
91,12083.0,16.0,65.0,1.0,73.025,0.0,0.0,0,0.0,1.0,1.0,0.0,0,242.0
92,31156.0,33.0,30.9375,1.0,17.681818181818183,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
93,35898.0,43.0,7.261904761904762,0.0,117.29230769230769,6.0,48.6,1,143.66666666666666,0.0,1.0,0.0,0,0.0
94,3260.0,16.0,19.333333333333332,0.0,27.037037037037038,1.0,0.0,0,0.0,1.0,1.0,0.0,0,409.0
95,32828.0,86.0,6.764705882352941,0.0,170.546875,3.0,168.5,0,143.5,0.0,3.0,121.5,0,112.0
96,450.0,19.0,13.333333333333334,1.0,101.29411764705883,3.0,262.0,0,159.5,1.0,1.0,0.0,0,299.0
97,195.0,25.0,20.25,0.0,94.23809523809524,4.0,175.0,0,359.57142857142856,0.0,1.0,0.0,0,116.0
98,29508.0,50.0,14.551020408163266,0.0,89.408,4.0,17.0,0,349.8,0.0,1.0,0.0,0,0.0
99,39498.0,39.0,35.18421052631579,0.0,229.04545454545453,0.0,0.0,0,0.0,1.0,3.0,27.0,0,44.0
100,31051.0,138.0,5.744525547445256,0.0,63.8,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
101,48459.0,14.0,65.61538461538461,1.0,83.83333333333333,9.0,100.125,1,215.66666666666666,1.0,4.0,98.66666666666667,0,78.0
102,31178.0,18.0,63.0,0.0,35.875,0.0,0.0,0,0.0,0.0,1.0,0.0,0,156.0
103,25040.0,995.0,0.6408450704225352,0.0,40.56578947368421,5.0,200.0,1,142.8,1.0,3.0,107.0,0,85.5
104,18898.0,21.0,45.2,0.0,22.0,1.0,0.0,0,0.0,1.0,1.0,0.0,0,67.0
105,46549.0,21.0,62.3,0.0,39.44957983193277,1.0,0.0,0,0.0,0.0,1.0,0.0,0,118.0
106,20438.0,91.0,9.033333333333333,0.0,76.61111111111111,5.0,73.0,1,211.66666666666666,0.0,1.0,0.0,0,0.0
107,49110.0,261.0,4.496153846153846,0.0,102.01086956521739,10.0,98.55555555555556,0,181.77777777777777,0.0,1.0,0.0,0,0.0
108,13913.0,17.0,77.5625,0.0,71.65217391304348,1.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0
109,11994.0,17.0,48.125,1.0,23.235294117647058,5.0,133.5,1,488.5,1.0,4.0,26.0,0,46.0
110,41946.0,66.0,15.815384615384616,1.0,99.92105263157895,13.0,86.25,0,635.5,1.0,4.0,113.33333333333333,0,216.0
112,17119.0,58.0,29.54385964912281,0.0,10.088235294117647,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
113,27624.0,26.0,42.88,0.0,435.9230769230769,15.0,12.428571428571429,1,385.25,1.0,8.0,14.285714285714286,0,272.3333333333333
115,47849.0,483.0,2.0560165975103732,0.0,55.05797101449275,12.0,52.0,1,416.75,1.0,9.0,11.375,1,388.5
117,51307.0,20.0,35.1578947368421,1.0,41.3,0.0,0.0,0,0.0,0.0,1.0,0.0,0,28.0
118,1900.0,128.0,10.472440944881889,1.0,56.68846153846154,7.0,174.83333333333334,1,227.375,0.0,1.0,0.0,0,111.0
119,42350.0,126.0,8.936,1.0,82.9475982532751,8.0,98.57142857142857,1,511.5,1.0,3.0,276.5,0,185.5
121,45551.0,14.0,70.76923076923077,1.0,138.0120481927711,5.0,93.75,1,390.6363636363636,0.0,1.0,0.0,0,0.0
122,42864.0,13.0,13.583333333333334,1.0,24.42323651452282,6.0,30.2,0,362.8235294117647,1.0,5.0,132.5,0,43.0
123,51058.0,131.0,7.630769230769231,0.0,79.53846153846153,9.0,119.375,1,172.63636363636363,1.0,1.0,0.0,0,465.0
124,17139.0,19.0,11.11111111111111,1.0,32.746153846153845,7.0,24.333333333333332,0,87.625,1.0,3.0,24.0,0,167.5
125,8436.0,38.0,20.16216216216216,1.0,49.86363636363637,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0
126,47221.0,84.0,19.265060240963855,1.0,98.3076923076923,18.0,76.82352941176471,1,207.55555555555554,0.0,3.0,68.0,0,256.0
127,41458.0,41.0,41.225,1.0,53.53846153846154,0.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0
128,28148.0,32.0,23.322580645161292,1.0,9.631578947368421,16.0,69.46666666666667,0,247.0,0.0,3.0,57.5,0,111.875
129,28152.0,105.0,5.4326923076923075,1.0,24.696969696969695,3.0,120.5,0,213.625,0.0,3.0,180.0,0,47.666666666666664
130,41983.0,28.0,20.444444444444443,1.0,84.97222222222223,3.0,48.0,0,917.0,0.0,1.0,0.0,0,92.0
